ID,Name,HP,Attack,Defense,Speed,Special,Move1,Move2,Move3,Move4
15,スピアー,92,67,43,63,45,ダブルニードル,ミサイルばり,すてみタックル,メガドレイン
22,オニドリル,92,73,58,78,55,どくどく,オウムがえし,そらをとぶ,ドリルくちばし
25,ピカチュウ,74,52,37,72,48,10まんボルト,スピードスター,でんじは,かげぶんしん
31,ニドクイン,107,68,71,64,63,じわれ,のしかかり,だいもんじ,ふぶき
34,ニドキング,102,74,65,69,83,10まんボルト,つのドリル,にどげり,なみのり
51,ダグトリオ,74,67,49,90,60,じしん,すなかけ,いあいぎり,いわなだれ
57,オコリザル,92,82,55,75,54,じごくぐるま,メガトンキック,あなをほる,からてチョップ
59,ウインディ,107,85,67,75,66,だいもんじ,りゅうのいかり,のしかかり,スピードスター
65,フーディン,86,49,46,90,99,サイケこうせん,かなしばり,スプーンまげ,ちきゅうなげ
68,カイリキー,107,97,67,51,57,じしん,じごくぐるま,いわなだれ,ちきゅうなげ
76,ゴローニャ,101,85,97,45,51,いわなだれ,メガトンパンチ,じしん,じばく
82,レアコイル,83,55,76,60,90,でんじは,ちょうおんぱ,かみなり,スピードスター
91,パルシェン,83,76,127,60,69,オーロラビーム,だいばくはつ,どくどく,からではさむ
94,ゲンガー,89,58,55,84,96,あやしいひかり,ナイトヘッド,かげぶんしん,メガドレイン
95,イワーク,74,46,115,60,36,だいばくはつ,じしん,しめつける,いわおとし
97,スリーパー,104,63,61,59,87,さいみんじゅつ,ゆめくい,どくガス,サイコキネシス
101,マルマイン,89,49,61,102,66,スピードスター,でんじは,かみなり,じばく
103,ナッシー,110,76,70,51,93,やどりぎのタネ,じばく,サイコキネシス,どくどく
113,ラッキー,203,22,22,48,81,ねむる,カウンター,ちきゅうなげ,10まんボルト
115,ガルーラ,116,76,67,72,42,れんぞくパンチ,なみのり,じしん,10まんボルト
121,スターミー,89,64,70,87,78,10まんボルト,ふぶき,どくどく,サイコウェーブ
123,ストライク,95,85,67,81,51,きりさく,どくどく,かげぶんしん,スピードスター
124,ルージュラ,92,49,40,75,75,あくまのキッス,ふぶき,メガトンパンチ,リフレクター
127,カイロス,92,94,79,69,51,のしかかり,どくどく,しめつける,つるぎのまい
128,ケンタロス,98,79,76,84,60,とっしん,れいとうビーム,どくどく,ふみつけ
130,ギャラドス,110,94,66,67,78,にらみつける,なみのり,かいりき,りゅうのいかり
131,ラプラス,131,70,67,54,75,うたう,ねむる,のしかかり,なみのり
132,メタモン,82,48,48,47,47,へんしん,,,
134,シャワーズ,128,54,51,54,81,かげぶんしん,れいとうビーム,でんこうせっか,なみのり
135,サンダース,89,54,51,93,81,かみなり,どくどく,にどげり,すてみタックル
136,ブースター,89,93,51,54,81,はかいこうせん,だいもんじ,どくどく,すてみタックル
142,プテラ,98,78,54,93,51,はかいこうせん,りゅうのいかり,こうそくいどう,そらをとぶ
143,カビゴン,146,81,54,33,54,ドわすれ,のしかかり,ゆびをふる,じばく
