,off_avg,def_avg,ovr
bulbasaur,0.42343233383649886,0.7736321508682517,-0.35019981703175274
ivysaur,0.48864265579037874,0.5965944439327017,-0.10795178814232298
venusaur,0.5807079082190295,0.441207831064976,0.13950007715405344
charmander,0.44986829850961574,0.8815505676692013,-0.4316822691595855
charmeleon,0.5279200298611207,0.6386820608444582,-0.11076203098333748
charizard,0.7115179861455199,0.5336611080524349,0.17785687809308492
squirtle,0.5176014814376598,0.6479904781511041,-0.13038899671344428
wartortle,0.6122480478295284,0.4937083459956491,0.1185397018338793
blastoise,0.7826553524174786,0.36249141169516674,0.4201639407223119
caterpie,0.07502053531063006,1.0655682006694787,-0.9905476653588486
metapod,0.06437104400714781,0.8945859214833571,-0.8302148774762094
butterfree,0.4970407662010842,0.7335280255300634,-0.23648725932897907
weedle,0.0638918548729699,1.2723181778517945,-1.2084263229788246
kakuna,0.05695234592941747,1.0625786639104886,-1.0056263179810712
beedrill,0.4762838810129785,0.7631262379268553,-0.2868423569138767
pidgey,0.39120767071547347,0.9868262290827781,-0.5956185583673046
pidgeotto,0.4663480590352951,0.6787050966621283,-0.21235703762683322
pidgeot,0.566535243461724,0.48107964104939305,0.08545560241233097
rattata,0.45238814832425395,0.964401722018943,-0.512013573694689
raticate,0.598490815500627,0.5555658889052209,0.04292492659540614
spearow,0.502209276682582,1.0783868418434996,-0.5761775651609177
fearow,0.6647154684292549,0.5925742084866708,0.07214125994258413
ekans,0.4330444449840386,0.9481417410755225,-0.5150972960914839
arbok,0.5517860733830459,0.5826545236280137,-0.03086845024496787
pikachu,0.48753257558090407,0.9081754420543943,-0.42064286647349014
raichu,0.7146385786921836,0.5248067652068209,0.1898318134853627
sandshrew,0.670501789289762,0.9254626090859339,-0.2549608197961719
sandslash,0.8261179578236638,0.5607265719619265,0.2653913858617373
nidoran_f,0.39922647663026867,0.7746330939516607,-0.375406617321392
nidorina,0.4895226941183283,0.5831947257451542,-0.0936720316268258
nidoqueen,0.8763905304173512,0.49930993725546224,0.3770805931618889
nidoran_m,0.4120437950502126,0.8907322516254307,-0.4786884565752181
nidorino,0.5007267500857633,0.6508109440749624,-0.15008419398919914
nidoking,0.9185511853954801,0.5423280371421896,0.3762231482532905
clefairy,0.591576236672716,0.5119032367427997,0.07967299992991628
clefable,0.7579109122695797,0.3391915820821906,0.41871933018738916
vulpix,0.5042894005525287,0.8529237920227721,-0.34863439147024344
ninetales,0.6927136211766143,0.4596428824793881,0.23307073869722617
jigglypuff,0.42575474995396917,0.6283629460711493,-0.20260819611718017
wigglytuff,0.5882995657010329,0.37637089856261424,0.21192866713841874
zubat,0.28282997649095526,1.022632665119387,-0.7398026886284319
golbat,0.40808657934909065,0.530110115222882,-0.12202353587379133
oddish,0.5117596006750159,0.7086287685945996,-0.19686916791958364
gloom,0.5718075029802584,0.5658102524061449,0.0059972505741134885
vileplume,0.6487409487397165,0.45245978180404783,0.19628116693566866
paras,0.46248417344391696,1.187658344681904,-0.7251741712379871
parasect,0.5808881206075889,0.7635852067971274,-0.1826970861895385
venonat,0.37091879348607115,0.7913292594752545,-0.4204104659891833
venomoth,0.5497267901593532,0.5117709134286884,0.037955876730664806
diglett,0.5460088544626406,1.305763617844958,-0.7597547633823175
dugtrio,0.7016250229965424,0.7475747732803197,-0.045949750283777346
meowth,0.42736198892346833,0.7835151404735335,-0.3561531515500652
persian,0.5694768996187133,0.47605850847546,0.09341839114325323
psyduck,0.5214737405435804,0.6622265691173801,-0.14075282857379967
golduck,0.7108365427740999,0.3947671960551716,0.3160693467189284
mankey,0.487562992017657,0.9237743985765308,-0.4362114065588738
primeape,0.6054164225688832,0.5561283193940478,0.04928810317483534
growlithe,0.4694401887844499,0.7679073767349666,-0.29846718795051663
arcanine,0.6437910593288994,0.4339993066986521,0.2097917526302473
poliwag,0.48004905528379965,0.809334153625915,-0.3292850983421153
poliwhirl,0.598209918457159,0.5560458832783122,0.042164035178846815
poliwrath,0.7617129146596124,0.432378587847496,0.3293343268121165
abra,0.7550031868683604,1.029439111065478,-0.2744359241971175
kadabra,0.8389812322416932,0.6755985186083938,0.16338271363329937
alakazam,0.9232856285043061,0.4834742758944796,0.4398113526098264
machop,0.5590326544287381,0.6901340136439473,-0.13110135921520927
machoke,0.661122724545592,0.5250065774866838,0.13611614705890818
machamp,0.8065563343105652,0.42795281704495924,0.3786035172656059
bellsprout,0.5017924782418235,0.7891567455377643,-0.2873642672959408
weepinbell,0.5726328033045498,0.5987642184852523,-0.0261314151807025
victreebel,0.6434731283672761,0.47216519517835026,0.1713079331889258
tentacool,0.8139531437495634,0.8184535827737652,-0.00450043902420183
tentacruel,0.9397662408116741,0.4481329598871732,0.49163328092450087
geodude,0.793243579640094,1.564806456860812,-0.771562877220718
graveler,0.9004860622470379,1.1284268859842068,-0.22794082373716895
golem,1.0068268735364454,0.8473036665845639,0.1595232069518815
ponyta,0.5403344455973801,0.6900579198218829,-0.14972347422450283
rapidash,0.6202943322405671,0.5328093010566994,0.08748503118386763
