,off_avg,def_avg,ovr
mewtwo,22.472081714271997,5.529830762688379,16.942250951583617
alakazam,19.719782019942386,7.6920353200883,12.027746699854086
gengar,13.894814489647217,5.406876591951096,8.48793789769612
exeggcutor,14.321885302282825,7.601581301129722,6.720304001153102
moltres,11.679665325160684,7.485450772626932,4.194214552533752
zapdos,19.67710460754748,6.06061067393845,13.61649393360903
articuno,21.28520200559501,6.6200913907284775,14.665110614866533
tentacruel,18.218238034797842,7.520356214977076,10.697881819820767
magneton,9.906214492620906,6.09835434820495,3.8078601444159563
kadabra,17.93708364980898,10.028075055187639,7.909008594621341
omastar,17.279212925889222,6.688554644399655,10.590658281489567
hypno,17.738230286468013,6.383786845460903,11.35444344100711
haunter,12.574297178437286,6.058165131010654,6.516132047426632
vaporeon,16.80162796709472,7.265334256472005,9.536293710622715
jolteon,16.315554792386973,7.323016656632552,8.99253813575442
flareon,15.732628185835031,8.50167850692354,7.230949678911491
chansey,3.3566394214723116,50.9891719962157,-47.632532574743394
abra,0.0,17.312964616840112,-17.312964616840112
dragonite,8.225111158055423,6.458878703380969,1.766232454674454
gyarados,16.34963291808041,6.885119289127337,9.464513628953073
starmie,15.574672570240146,6.251602337358785,9.323070232881362
venusaur,11.589688112462104,8.339589723130935,3.2500983893311695
ninetales,13.55993212408878,8.080651655629138,5.479280468459642
victreebel,12.892488055019596,9.038141619969435,3.854346435050161
tangela,7.192617734359144,7.238212784336308,-0.04559504997716335
vileplume,14.082476825529453,8.28134553954032,5.801131285989133
mr. mime,10.39681921712859,6.763795720835455,3.6330234962931343
tentacool,15.617532177054969,10.537585146641439,5.07994703041353
gastly,11.253779867227355,7.1939577814569535,4.059822085770401
mew,16.182704844169,5.94161357615894,10.24109126801006
lapras,18.297784308052808,7.267971741024747,11.029812567028062
dewgong,15.659148576652475,7.267971741024747,8.391176835627729
seadra,14.693777306557694,6.362693621470896,8.331083685086798
jynx,17.112216069433295,9.760119703231588,7.352096366201707
magnemite,8.441973298247904,7.142902504605886,1.2990707936420174
raichu,14.54694648431585,7.936811960666266,6.610134523649584
venomoth,10.736707512207683,9.263750551876381,1.4729569603313024
omanyte,14.206419577149838,7.581924245768949,6.6244953313808885
drowzee,14.61410292284723,8.107106696100074,6.506996226747157
cloyster,14.234193705809584,6.307227264857378,7.9269664409522065
charizard,12.45929013495035,8.761189056366307,3.6981010785840436
blastoise,13.920574322536897,6.480601207635373,7.439973114901524
weezing,13.242905949246135,7.156549084534476,6.086356864711658
electabuzz,12.519778960392014,7.934468455907983,4.58531050448403
magmar,11.933365988856101,9.261996186414615,2.671369802441486
clefable,5.774001952297929,7.462698875613021,-1.6886969233150921
weepinbell,11.637032956124733,10.377195714842228,1.2598372412825043
gloom,12.551938957113666,9.171482942846014,3.3804560142676525
arcanine,12.61219583930685,8.499676324503312,4.112519514803537
rapidash,8.680165692471148,8.826027909176915,-0.14586221670576727
golduck,13.367968522622194,7.08236638223807,6.285602140384124
electrode,7.843237946664128,7.501469903027438,0.3417680436366899
slowbro,14.66810078186891,6.146939118001206,8.521161663867705
seaking,12.47711368294292,7.535261946001018,4.941851736941901
parasect,8.476536224751786,12.40028311258278,-3.923746887830994
ivysaur,9.978423042865366,9.653527278461054,0.324895764404312
butterfree,7.235662920720739,10.904782119205299,-3.6691191984845597
nidoqueen,8.057440255434951,9.871510314379234,-1.8140700589442833
nidoking,8.947292200349274,10.112120151371808,-1.1648279510225343
golbat,7.443865697451712,8.696161778618732,-1.25229608116702
porygon,9.189431625010734,7.873840113528858,1.315591511481876
oddish,11.418521680238879,10.308373670479632,1.1101480097592464
tauros,10.871483810778033,7.462311084001394,3.4091727267766387
kabutops,13.135407235584042,8.350320561337117,4.785086674246925
poliwrath,12.81423902274928,8.481670119006125,4.332568903743155
pidgeot,7.650471710320142,8.131232166508987,-0.480760456188845
dugtrio,14.051815490442065,10.719489687795647,3.3323258026464178
dragonair,5.860299986595581,7.126860199403246,-1.266560212807665
staryu,11.854627207854854,8.322367283048077,3.5322599248067768
seel,8.574516831162768,8.322367283048077,0.2521495481146907
bellsprout,10.381972024321056,12.72414569536424,-2.3421736710431826
horsea,11.702734481025782,7.63296499526963,4.069769485756153
snorlax,14.392424888284907,8.467372898624555,5.925051989660352
machamp,12.57886187793321,9.131384169638308,3.447477708294903
muk,10.141627115809797,8.811945797249107,1.3296813185606897
persian,7.981159045660447,8.678475292919,-0.697316247258553
arbok,6.845957214632561,9.00469194592719,-2.1587347312946292
ponyta,7.731887282661319,10.206702357245403,-2.4748150745840842
charmeleon,10.26352638333359,10.034370421768228,0.2291559615653611
wartortle,11.43801617271772,7.516537633723892,3.9214785389938287
eevee,7.2533227184444735,9.232677738155886,-1.979355019711412
bulbasaur,8.78463680326072,11.202710241508726,-2.4180734382480065
vulpix,9.859566728970544,11.475107488537951,-1.6155407595674074
fearow,12.91953944900254,8.909665516982203,4.009873932020337
aerodactyl,9.150350533596255,9.189205849889625,-0.038855316293370024
dodrio,15.274971120684928,8.807107221696628,6.4678638989883
primeape,8.508888498630602,10.149350441501104,-1.6404619428705018
lickitung,6.588548022467428,8.392291059602648,-1.80374303713522
koffing,10.18840116937828,8.670500929476008,1.5179002399022714
exeggcute,8.396188931594487,8.984905077262693,-0.5887161456682062
clefairy,4.722974764982443,9.624254966887417,-4.9012802019049735
farfetchd,8.508892044649496,9.520381199526666,-1.0114891548771698
pinsir,8.018409144550041,9.268911438892234,-1.2505022943421924
golem,20.05872975711826,14.586356550734035,5.472373206384226
scyther,9.086656464380134,10.941386062612882,-1.8547295982327476
sandslash,6.888120715090751,10.28548404575557,-3.3973633306648194
nidorina,5.974242424437596,9.729529145362891,-3.7552867209252954
nidorino,6.677945794634377,10.164498347011417,-3.4865525523770398
voltorb,5.460909655415695,9.526486935580976,-4.065577280165281
paras,7.223734134297382,15.397257074051778,-8.173522939754395
kingler,10.390575465133825,7.782782320760149,2.6077931443736757
wigglytuff,10.188316139022966,10.523208609271522,-0.3348924702485565
machoke,10.403505570901247,10.572185903500474,-0.16868033259922655
marowak,13.264821220904299,10.833401565322095,2.4314196555822036
raticate,8.960716384238479,9.607990066225167,-0.6472736819866878
poliwhirl,10.226821666740774,8.796711665817625,1.4301100009231487
pidgeotto,6.639343848965272,10.1408223961469,-3.5014785471816285
goldeen,9.358235745276952,9.010864238410596,0.3473715068663559
growlithe,9.086206271043986,12.01798749080206,-2.931781219758074
pikachu,9.781901012416663,12.220072847682118,-2.4381718352654556
psyduck,9.688204461068022,9.72526848785872,-0.037064026790698534
squirtle,9.5776036924303,8.796711665817625,0.7808920266126744
dratini,4.914375518011644,9.122203090507726,-4.2078275724960825
charmander,8.663607390850522,12.207734329277685,-3.544126938427162
ditto,0.0,10.462233029801324,-10.462233029801324
rhydon,8.855727470444712,16.60202005150846,-7.746292581063749
graveler,17.855006801584324,16.649132226381294,1.2058745752030298
beedrill,10.097635054839177,13.518532376747608,-3.4208973219084307
kabuto,9.862477008942282,10.656136497424576,-0.7936594884822945
shellder,6.979906711770473,8.386082119205298,-1.4061754074348247
diglett,10.819563547029913,16.126976011773365,-5.307412464743452
kangaskhan,9.820456623462546,9.975934602649007,-0.1554779791864611
slowpoke,9.802194522913803,9.06058036169129,0.7416141612225129
grimer,8.423481964662004,12.164131125827815,-3.740649161165811
cubone,9.68124173988638,12.542620860927151,-2.8613791210407715
poliwag,8.818153962853117,11.286960264900662,-2.468806302047545
venonat,7.145498837459432,13.34342119205298,-6.1979223545935485
meowth,6.141861467858347,12.576146996215705,-6.434285528357358
